Player,Pos,Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Year,Pfr_ID,AV,Team,Round,Pick,YardsfromScrimmage,CareerLength
Joe West,WR,73,213,4.52,32,20,113,6.96,4.33,2008,,0,,,,,
Brennan Marion,WR,71,187,4.52,,,,,,2009,,0,,,,,
Alric Arnett,WR,74,188,4.52,40,,122,7.03,4.43,2010,,0,,,,,
Chris McGaha,WR,73,201,4.52,40,19,122,,4.21,2010,,0,,,,,
Terrence Toliver,WR,75,212,4.52,32,,122,6.48,4.03,2011,ToliTe00,0,,,,,
Darius Hanks,WR,72,184,4.52,34,11,117,,,2012,HankDa00,0,,,,,
Mike Davis-01,WR,72,197,4.52,,10,,,,2014,DaviMi00,0,,,,,
Bennie Fowler,WR,73,217,4.52,36,,126,7.06,4.18,2014,FowlBe00,2,,,,,
Karaun White,WR,73,206,4.52,33.5,24,118,7.16,4.57,2018,,0,,,,,
Bobby Newcombe,WR,70,195,4.53,37,,117,6.86,3.98,2001,,0,Cardinals,6,166,,
Darrick Vaughn,CB,71,196,4.53,36.5,14,121,7.09,4.16,2000,VaugDa20,10,Falcons,7,211,,
Lawrence Sidbury,DE,74,266,4.53,35,28,120,7.46,4.43,2009,SidbLa99,4,Falcons,4,125,,
Vic Beasley,OLB,75,246,4.53,41,35,130,6.91,4.15,2015,BeasVi00,23,Falcons,1,8,,
Gary Baxter,CB,74,204,4.53,37.5,,122,7.39,4.21,2001,BaxtGa20,12,Ravens,2,62,,
Javorius Allen,RB,72,221,4.53,35.5,11,121,6.96,4.28,2015,AlleJa01,12,Ravens,4,125,,
Chris Moore,WR,73,206,4.53,37,10,130,6.76,4.2,2016,MoorCh00,2,Ravens,4,107,,
Dominique Stevenson,OLB,72,231,4.53,32.5,23,110,,,2002,StevDo21,2,Bills,7,260,,
Eric Shelton,RB,73,246,4.53,38.5,,124,7.44,4.08,2005,ShelEr00,0,Panthers,2,54,,
Cameron Artis-Payne,RB,70,212,4.53,36.5,,118,7.13,,2015,ArtiCa00,4,Panthers,5,174,,
Evan Rodriguez,FB,73,239,4.53,36,18,119,6.94,4.28,2012,RodrEv00,0,Bears,4,111,,
Jordan Willis,DE,76,255,4.53,39,24,125,6.85,4.28,2017,WillJo09,2,Bengals,3,73,,
Robert Sands,FS,76,217,4.53,35,12,124,7.03,4.06,2011,SandRo00,0,Bengals,5,134,,
Giovani Bernard,RB,68,202,4.53,33.5,19,122,6.91,4.12,2013,BernGi00,26,Bengals,2,37,,
Ryan Whalen,WR,73,202,4.53,38.5,18,123,6.67,4.09,2011,WhalRy00,0,Bengals,6,167,,
Jordan Cameron,TE,77,254,4.53,37.5,23,119,6.82,4.03,2011,CameJo00,8,Browns,4,102,,
Mike Mickens,CB,71,184,4.53,,,,,,2009,MickMi99,0,Cowboys,7,227,,
Kavon Frazier,FS,72,217,4.53,,18,,,,2016,FrazKa00,2,Cowboys,6,212,,
Roy Williams-01,SS,72,219,4.53,30.5,13,115,,,2002,WillRo03,30,Cowboys,1,8,,
Skyler Green,WR,69,192,4.53,34,,118,,,2006,GreeSk20,0,Cowboys,4,125,,
Dwayne Harris,WR,70,203,4.53,34,10,111,6.77,4.21,2011,HarrDw00,5,Cowboys,6,176,,
Jeremy LeSueur,CB,72,197,4.53,35,,116,,,2004,LeSuJe20,0,Broncos,3,85,,
Darcel McBath,FS,72,198,4.53,38,14,119,6.8,4.16,2009,McBaDa99,2,Broncos,2,48,,
Dee McCann,CB,71,197,4.53,40.5,,122,7.35,4.38,2006,,0,Lions,6,179,,
Kevin Smith,RB,73,217,4.53,32,,120,6.74,4.49,2008,SmitKe02,15,Lions,3,64,,
Vontez Duff,CB,71,203,4.53,35,13,120,6.94,4.03,2004,,0,Texans,6,170,,
Jadeveon Clowney,DE,77,266,4.53,37.5,21,124,7.27,4.43,2014,ClowJa00,19,Texans,1,1,,
KJ Dillon,SS,72,210,4.53,,11,121,,,2016,DillK.00,0,Texans,5,159,,
Donald Strickland,CB,70,187,4.53,35.5,16,121,6.98,4.04,2003,StriDo20,5,Colts,3,90,,
Michael Coe,CB,73,190,4.53,35,17,122,6.78,4.31,2007,CoexMi99,1,Colts,5,173,,
Austin Collie,WR,73,200,4.53,34,17,120,6.78,4.24,2009,CollAu00,18,Colts,4,127,,
Quentin Groves,OLB,75,259,4.53,29.5,30,120,7.31,4.42,2008,GrovQu99,11,Jaguars,2,52,,
Rashad Greene,WR,71,182,4.53,36.5,,122,6.88,4.12,2015,GreeRa00,2,Jaguars,5,139,,
Marcus Peters,CB,72,197,4.53,37.5,17,121,7.08,4.08,2015,PeteMa00,29,Chiefs,1,18,,
Omar Easy,FB,73,244,4.53,40,21,123,7.25,4.12,2002,EasyOm00,0,Chiefs,4,107,,
Dexter McCluster,WR,69,172,4.53,37.5,20,118,,4.06,2010,McClDe00,11,Chiefs,2,36,,
Reche Caldwell,WR,72,194,4.53,41.5,,130,7,4.1,2002,CaldRe00,8,Chargers,2,48,,
Jacoby Shepherd,CB,73,195,4.53,35,5,120,,,2000,ShepJa20,1,Rams,2,62,,
Greg Salas,WR,73,210,4.53,37,15,120,6.65,4.1,2011,SalaGr00,2,Rams,4,112,,
Ben Kelly,CB,69,183,4.53,36,17,116,6.63,3.95,2000,KellBe20,0,Dolphins,3,84,,
Raonall Smith,OLB,74,244,4.53,42,26,125,7.1,4.11,2002,SmitRa20,6,Vikings,2,38,,
Corey White,SS,71,206,4.53,37.5,15,126,6.72,4.22,2012,WhitCo01,10,Saints,5,162,,
Jimmy Graham,TE,78,260,4.53,38.5,,120,6.9,4.45,2010,GrahJi00,24,Saints,3,95,,
Landon Collins,SS,72,228,4.53,35,,120,7.38,4.33,2015,CollLa00,26,Giants,2,33,,
Juston Burris,CB,72,212,4.53,36.5,19,122,7.1,4.4,2016,BurrJu00,3,Jets,4,118,,
Elijah McGuire,RB,70,214,4.53,36,15,120,7.26,4.56,2017,McGuEl00,3,Jets,6,188,,
Dustin Keller,TE,74,242,4.53,38,26,131,6.88,4.14,2008,KellDu00,16,Jets,1,30,,
Chad Hansen,WR,74,202,4.53,35,11,119,6.74,4.13,2017,HansCh00,1,Jets,4,141,,
Darnell Bing,SS,74,227,4.53,34,17,120,7.25,4.07,2006,BingDa00,0,Raiders,4,101,,
Brian Rolle,OLB,70,229,4.53,33,28,115,6.89,4.26,2011,RollBr00,6,Eagles,6,193,,
Correll Buckhalter,RB,72,226,4.53,40,11,123,7.08,4.06,2001,BuckCo00,15,Eagles,4,121,,
Riley Cooper,WR,75,222,4.53,33,,114,,,2010,CoopRi00,6,Eagles,5,159,,
Mack Hollins,WR,76,221,4.53,,,,,,2017,HollMa00,2,Eagles,4,118,,
Dallas Baker,WR,75,208,4.53,36,,129,6.69,4.19,2007,BakeDa01,0,Steelers,7,227,,
Kevin Curtis-01,FS,74,212,4.53,37.5,24,124,6.75,3.88,2002,,0,49ers,4,127,,
Eric Reid,FS,73,213,4.53,40.5,17,134,6.99,4.22,2013,ReidEr00,20,49ers,1,18,,
Colin Kaepernick,QB,77,233,4.53,32.5,,115,6.85,4.18,2011,KaepCo00,24,49ers,2,36,,
Jaquiski Tartt,SS,73,221,4.53,,,124,,,2015,TartJa00,9,49ers,2,46,,
Quinton Patton,WR,72,204,4.53,33,8,118,6.91,4.01,2013,PattQu00,4,49ers,4,128,,
Walter Thurmond,CB,71,189,4.53,,,,,,2010,ThurWa99,2,Seahawks,4,111,,
Russell Wilson,QB,71,204,4.53,34,,118,6.97,4.09,2012,WilsRu00,51,Seahawks,3,75,,
Maurice Morris,RB,71,208,4.53,38.5,23,119,,,2002,MorrMa00,5,Seahawks,2,54,,
D.J. Hackett,WR,74,199,4.53,41,,131,6.79,4.08,2004,HackD.00,13,Seahawks,5,157,,
Josh Johnson-01,QB,75,213,4.53,33.5,,110,7.56,4.42,2008,JohnJo05,4,Buccaneers,5,160,,
Allen Bradford,RB,71,242,4.53,29,28,113,6.97,4.39,2011,BradAl00,1,Buccaneers,6,187,,
Mike James,RB,70,223,4.53,35,28,115,,4.62,2013,JameMi00,2,Buccaneers,6,189,,
Mike Williams-03,WR,73,221,4.53,33.5,8,116,6.9,4.31,2010,WillMi04,24,Buccaneers,4,101,,
Mike Evans,WR,77,231,4.53,37,12,,7.08,4.26,2014,EvanMi00,27,Buccaneers,1,7,,
Blidi Wreh-Wilson,CB,73,195,4.53,36,14,128,6.97,4.12,2013,WrehBl00,6,Titans,3,70,,
Jamie Harper,RB,71,233,4.53,36.5,24,120,7.16,4.39,2011,HarpJa01,0,Titans,4,130,,
LaVar Arrington,OLB,75,250,4.53,,,,,,2000,ArriLa00,31,Football Team,1,2,,
David Byrd,CB,71,202,4.53,36,14,117,7.18,4.39,2000,,0,,,,,
Jeff Harris,CB,72,190,4.53,34.5,,114,6.73,4.25,2000,,0,,,,,
Kenneth Grant,CB,70,204,4.53,39,,115,7.15,4.34,2001,,0,,,,,
Bruce Branch,CB,70,192,4.53,35,,119,7.12,4.47,2002,BranBr20,0,,,,,
Eric Joyce,CB,69,192,4.53,40.5,11,115,6.81,3.97,2002,JoycEr20,0,,,,,
Roe Williams,CB,71,204,4.53,38,23,123,,,2002,,0,,,,,
Lamont Reid,CB,71,195,4.53,40.5,15,124,7.18,4.28,2005,ReidLa20,1,,,,,
Justin McKinney,CB,69,188,4.53,29.5,11,109,,,2008,,0,,,,,
Vance Cuff,CB,70,178,4.53,36,,120,6.91,4.09,2011,,0,,,,,
Charles Brown-02,CB,69,202,4.53,35.5,18,114,6.94,4.06,2012,,0,,,,,
DeAndre Presley,CB,70,185,4.53,32,8,114,7.19,4.28,2012,,0,,,,,
Nickell Robey,CB,67,169,4.53,37.5,10,127,6.74,4.09,2013,RobeNi00,8,,,,,
Khalid Wooten,CB,71,210,4.53,33.5,17,117,6.95,4.18,2013,WootKa00,0,,,,,
Justin Coleman-02,CB,71,185,4.53,37.5,20,124,6.61,3.98,2015,ColeJu01,6,,,,,
Leshaun Sims,CB,72,203,4.53,37,11,120,7.08,4.19,2016,,0,,,,,
Carlton Davis,CB,73,203,4.53,34,16,124,,,2018,DaviCa02,0,,,,,
Brandon Facyson,CB,74,197,4.53,,16,,,,2018,FacyBr00,0,,,,,
Mike Hughes,CB,71,191,4.53,35.5,20,127,6.7,4.13,2018,HughMi00,0,,,,,
Josh Sweat,LB,76,251,4.53,39.5,,124,,4.28,2018,SweaJo00,0,,,,,
Mike Green-01,FS,72,189,4.53,38.5,,118,,4.2,2000,,0,,,,,
Deandre' Eiland,FS,71,202,4.53,35,17,113,7.19,4.27,2004,,0,,,,,
David Roach,FS,72,210,4.53,38,16,123,6.88,4.15,2008,RoacDa00,1,,,,,
Deunta Williams,FS,74,205,4.53,,,,,,2011,,0,,,,,
Adrian Moten,OLB,74,228,4.53,31,18,114,7.05,4.21,2011,MoteAd00,1,,,,,
Jerome Baker,OLB,73,229,4.53,36.5,22,126,,,2018,BakeJe00,0,,,,,
Hodges Mitchell,RB,67,180,4.53,,,,,,2001,,0,,,,,
Dantrell Savage,RB,68,187,4.53,32.5,13,117,,,2008,SavaDa20,1,,,,,
Shawnbrey McNeal,RB,69,194,4.53,36,14,117,,,2010,McNeSh00,0,,,,,
Tre Madden,RB,72,223,4.53,,24,,,,2016,MaddTr01,1,,,,,
Stephen Roberts,SS,71,189,4.53,34,,121,,,2018,,0,,,,,
Darian Stewart,SS,71,213,4.53,37,12,122,,4.32,2010,StewDa00,8,,,,,
Eddie Pleasant,SS,70,211,4.53,33.5,22,116,7.12,4.28,2012,PleaEd00,2,,,,,
Anthony Lucas,WR,75,194,4.53,35,,121,,,2000,,0,,,,,
Bashir Yamini,WR,75,191,4.53,33,,130,7.09,4.18,2000,YamiBa20,0,,,,,
Paul Arnold,WR,73,213,4.53,40.5,,131,6.84,4.11,2003,,0,,,,,
Terrance Copper,WR,72,208,4.53,35.5,,116,7.34,4.31,2004,CoppTe00,5,,,,,
Rhema McKnight,WR,73,211,4.53,34,,118,6.84,4.16,2007,,0,,,,,
Ryan Grice-Mullen,WR,70,187,4.53,27.5,17,118,6.91,4.16,2008,,0,,,,,
Tori Gurley,WR,76,216,4.53,33.5,15,118,7.05,4.25,2011,GurlTo00,0,,,,,
Terrance Turner,WR,74,220,4.53,41,16,128,6.77,4.15,2011,,0,,,,,
Jeff Fuller,WR,76,223,4.53,,17,,,,2012,FullJe00,0,,,,,
Keyarris Garrett,WR,75,220,4.53,36.5,14,128,7.3,4.33,2016,GarrKe01,0,,,,,
Ray-ray McCloud,WR,69,190,4.53,34.5,13,113,,,2018,,0,,,,,
Javon Wims,WR,75,215,4.53,33.5,,113,7,,2018,WimsJa00,0,,,,,
Damontae Kazee,CB,70,184,4.54,34,11,124,,,2017,KazeDa00,1,Falcons,5,149,,
Brian Hill,RB,73,219,4.54,34,15,125,7.03,4.32,2017,HillBr02,1,Falcons,5,156,,
Antwoine Sanders,FS,74,202,4.54,37.5,14,128,7.44,4.45,2003,,0,Ravens,7,258,,
Chuck Clark,FS,72,208,4.54,34,16,122,6.85,4.07,2017,ClarCh00,1,Ravens,6,186,,
Aaron Mellette,WR,74,217,4.54,33.5,9,123,7.11,4.41,2013,MellAa00,0,Ravens,7,238,,
Josh Reed,WR,70,210,4.54,,,,,,2002,ReedJo01,12,Bills,2,36,,
Dan Morgan,ILB,74,240,4.54,,,,,,2001,MorgDa99,16,Panthers,1,11,,
Walter Young,WR,77,214,4.54,39,,121,6.9,4.25,2003,YounWa00,0,Panthers,7,226,,
Marvin White,FS,73,199,4.54,33.5,17,,,,2007,WhitMa99,8,Bengals,4,114,,
Keith Rivers,OLB,74,241,4.54,,24,,,,2008,RiveKe99,16,Bengals,1,9,,
Leon McFadden,CB,70,193,4.54,34.5,10,119,6.81,4.27,2013,McFaLe00,1,Browns,3,68,,
Leon Williams,ILB,75,245,4.54,,25,,,,2006,WillLe20,8,Browns,4,110,,
Duke Johnson,RB,69,207,4.54,33.5,,121,,,2015,JohnDu00,16,Browns,3,77,,
Jourdan Lewis,CB,70,188,4.54,34.5,15,121,,,2017,LewiJo01,3,Cowboys,3,92,,
Xavier Woods,SS,71,197,4.54,33.5,19,122,6.72,4.13,2017,WoodXa00,3,Cowboys,6,191,,
Tony Scheffler,TE,77,254,4.54,33.5,17,115,6.81,4.01,2006,ScheTo00,14,Broncos,2,61,,
Virgil Green,TE,75,249,4.54,42.5,23,130,6.9,4.4,2011,GreeVi00,1,Broncos,7,204,,
Eric Decker,WR,75,217,4.54,,15,,,,2010,DeckEr00,17,Broncos,3,87,,
Bhawoh Jue,CB,72,199,4.54,34.5,,113,7.21,4.27,2001,JuexBh20,6,Packers,3,71,,
Brandon Jackson,RB,70,210,4.54,37,21,122,7,4.14,2007,JackBr00,9,Packers,2,63,,
James Jones,WR,73,207,4.54,34,22,119,7.06,4.2,2007,JoneJa04,14,Packers,3,78,,
Keith Mumphery,WR,72,215,4.54,32.5,,121,7.07,4.25,2015,MumpKe00,2,Texans,5,175,,
David Macklin,CB,69,194,4.54,37.5,,120,6.9,4.09,2000,MackDa20,13,Colts,3,91,,
Chris Rucker,CB,72,195,4.54,,10,,,,2011,RuckCh00,2,Colts,6,188,,
Quincy Wilson-02,CB,73,211,4.54,32,14,118,6.86,4.02,2017,WilsQu01,2,Colts,2,46,,
Delone Carter,RB,69,222,4.54,37,27,120,6.92,4.07,2011,CartDe01,3,Colts,4,119,,
Demetrius McCray,CB,73,187,4.54,36,4,126,7.17,4.32,2013,McCrDe00,8,Jaguars,7,210,,
Adam Podlesh,P,71,202,4.54,,,,,,2007,PodlAd20,4,Jaguars,4,101,,
Da'Ron Brown,WR,72,205,4.54,37,17,120,7.04,4.11,2015,BrowDa03,0,Chiefs,7,233,,
Travis Daniels,CB,73,194,4.54,35,,120,6.95,3.97,2005,DaniTr20,11,Dolphins,4,104,,
Dion Jordan,OLB,78,248,4.54,32.5,,122,7.02,4.35,2013,JordDi00,4,Dolphins,1,3,,
Jordan Lucas,SS,72,201,4.54,,,,,,2016,LucaJo00,1,Dolphins,6,204,,
Rishard Matthews,WR,72,217,4.54,36,20,,6.88,4.19,2012,MattRi00,5,Dolphins,7,227,,
Jack Tocho,CB,72,202,4.54,35,21,125,,,2017,TochJa00,0,Vikings,7,245,,
Harrison Smith,SS,74,213,4.54,34,19,122,6.63,4.12,2012,SmitHa00,18,Vikings,1,29,,
Jerod Mayo,ILB,73,242,4.54,32,,114,7.31,4.29,2008,MayoJe99,30,Patriots,1,10,,
P.K. Sam,WR,75,210,4.54,34.5,,,7.04,,2004,SamxP.20,0,Patriots,5,164,,
Paul Perkins,RB,70,208,4.54,32,19,124,,,2016,PerkPa00,5,Giants,5,149,,
Dwight Lowery,CB,71,201,4.54,33.5,16,116,7.31,4.38,2008,LoweDw99,11,Jets,4,113,,
Jerricho Cotchery,WR,72,212,4.54,36,,121,6.93,3.91,2004,CotcJe00,14,Jets,4,108,,
Jordan Poyer,CB,72,191,4.54,30.5,8,118,6.87,4.18,2013,PoyeJo00,4,Eagles,7,218,,
Matt Ware,FS,74,209,4.54,,15,,,,2004,WareMa20,3,Eagles,3,89,,
Jamar Chaney,ILB,73,242,4.54,39,26,124,6.9,4.29,2010,ChanJa98,12,Eagles,7,220,,
JuJu Smith-Schuster,WR,73,215,4.54,32.5,15,120,,,2017,SmitJu00,10,Steelers,2,62,,
Derrick Hamilton,WR,75,196,4.54,,,,,,2004,HamiDe20,0,49ers,3,77,,
Michael Crabtree,WR,73,215,4.54,,,,,,2009,CrabMi00,21,49ers,1,10,,
Harold Blackmon,CB,71,210,4.54,37,17,121,7.03,4.28,2001,BlacHa20,1,Seahawks,7,210,,
Richard Sherman,CB,75,195,4.54,38,16,125,6.82,4.33,2011,SherRi00,42,Seahawks,5,154,,
Christine Michael,RB,70,220,4.54,43,27,125,6.69,4.02,2013,MichCh00,4,Seahawks,2,62,,
Mark Barron,SS,73,213,4.54,,,,,,2012,BarrMa00,13,Buccaneers,1,7,,
Derrick Henry,RB,75,247,4.54,37,22,130,7.2,4.38,2016,HenrDe00,10,Titans,2,45,,
Calvin Lowry,SS,71,200,4.54,36,15,120,7.16,4.2,2006,LowrCa20,7,Titans,4,102,,
Chris Horton,SS,72,212,4.54,28.5,14,109,7.34,4.35,2008,HortCh99,8,Football Team,7,249,,
Reggie Lewis,CB,70,204,4.54,34,14,119,7.13,,2007,,0,,,,,
Ryan Palmer,CB,68,190,4.54,36.5,16,121,7.12,4.29,2009,,0,,,,,
Niles Brinkley,CB,69,193,4.54,33.5,15,120,7.23,,2011,,0,,,,,
Chris Davis-03,CB,70,202,4.54,,15,,,,2014,DaviCh05,2,,,,,
Nick Marshall,CB,73,207,4.54,37.5,12,124,6.96,4.15,2015,MarsNi00,2,,,,,
Darius Phillips,CB,70,190,4.54,,,,,,2018,PhilDa02,0,,,,,
M.J. Stewart,CB,71,200,4.54,35,18,118,6.9,4.28,2018,StewM.00,0,,,,,
Shawn Forte,FS,73,204,4.54,,20,,,,2001,,0,,,,,
Derek Pegues,FS,70,199,4.54,36,23,119,7.08,4.3,2009,,0,,,,,
Deandre Houston-Carson,FS,73,201,4.54,32.5,13,115,7.15,4.28,2016,,0,,,,,
Tremaine Edmunds,OLB,77,253,4.54,,19,117,,,2018,EdmuTr01,0,,,,,
Trevor Knight,QB,73,219,4.54,35.5,,125,7.04,4.14,2017,KnigTr00,0,,,,,
Josh Davis-01,RB,70,200,4.54,33.5,13,112,7.27,4.07,2004,,0,,,,,
Anthony Kimble,RB,72,216,4.54,36,17,122,7.08,4.4,2009,,0,,,,,
Mike Ball,RB,68,206,4.54,36,21,112,7.1,4.23,2012,,0,,,,,
Miguel Maysonet,RB,69,209,4.54,,20,,7.21,4.43,2013,MaysMi00,0,,,,,
Brandon Wilds,RB,73,220,4.54,36.5,21,118,7.08,4.33,2016,WildBr01,0,,,,,
Royce Freeman,RB,71,229,4.54,34,17,118,6.9,4.16,2018,FreeRo00,0,,,,,
Sony Michel,RB,71,214,4.54,,22,,,4.21,2018,MichSo00,0,,,,,
Akrum Wadley,RB,70,194,4.54,32,12,,,,2018,WadlAk00,0,,,,,
Arnold Parker,SS,74,213,4.54,35.5,18,120,6.98,4.12,2004,,0,,,,,
Jessie Daniels,SS,71,216,4.54,,25,,,,2007,,0,,,,,
Cyhl Quarles,SS,73,213,4.54,32.5,19,119,7.21,4.32,2012,QuarCy00,0,,,,,
Keelan Johnson,SS,72,209,4.54,36.5,12,125,6.77,4.07,2013,JohnKe03,0,,,,,
Mike Gesicki,TE,77,247,4.54,41.5,22,129,6.76,4.1,2018,GesiMi00,0,,,,,
Jaylen Samuels,TE,71,225,4.54,34.5,18,121,6.93,4.28,2018,SamuJa00,0,,,,,
Kwame Cavil,WR,74,208,4.54,39.5,,118,,,2000,CaviKw00,0,,,,,
Brandon Daniels,WR,70,211,4.54,,,,,,2000,,0,,,,,
Joey Hamilton,WR,73,201,4.54,36,,116,7.57,4.41,2000,,0,,,,,
Leroy Hodge,WR,73,215,4.54,34.5,,116,7.14,4.21,2000,,0,,,,,
Devin Lewis,WR,74,205,4.54,38.5,,111,,,2002,,0,,,,,
Andrae Thurman,WR,71,192,4.54,34.5,,121,7.31,4.3,2004,ThurAn00,1,,,,,
Ed Hinkel,WR,72,190,4.54,34,,116,6.97,4.1,2006,,0,,,,,
Ryan Moore,WR,74,217,4.54,32,,110,6.87,4.35,2007,,0,,,,,
D.J. Hall,WR,74,193,4.54,29.5,,122,,,2008,,0,,,,,
Mark Dell,WR,72,193,4.54,,14,,,,2011,DellMa00,0,,,,,
Gerell Robinson,WR,75,227,4.54,35.5,,113,,4.15,2012,,0,,,,,
Kenbrell Thompkins,WR,73,193,4.54,33.5,8,121,6.88,4.21,2013,ThomKe02,7,,,,,
Dres Anderson,WR,73,187,4.54,,13,,,,2015,AndeDr00,0,,,,,
Johnny Holton,WR,73,190,4.54,31.5,8,123,,,2016,,0,,,,,
Alonzo Russell,WR,76,206,4.54,29.5,12,112,7.18,4.33,2016,RussAl01,0,,,,,
Rashawn Scott,WR,73,199,4.54,32.5,17,116,,,2016,ScotRa01,0,,,,,
Victor Bolden Jr.,WR,68,178,4.54,32,9,117,6.83,4.22,2017,,0,,,,,
Courtland Sutton,WR,75,218,4.54,35.5,18,124,6.57,4.11,2018,SuttCo00,0,,,,,
James Washington,WR,71,213,4.54,34.5,14,120,7.11,4.32,2018,WashJa00,0,,,,,
Allen Patrick,RB,73,198,4.55,,,,,,2008,PatrAl00,0,Ravens,7,240,,
Clarence Moore,WR,78,211,4.55,34,,122,6.84,4.16,2004,MoorCl00,2,Ravens,6,199,,
Aaron Williams,CB,72,204,4.55,37.5,18,127,6.72,4.07,2011,WillAa00,10,Bills,2,34,,
Da'Norris Searcy,SS,71,223,4.55,33,27,120,6.87,4.09,2011,SearDa00,7,Bills,4,100,,
Rashard Anderson,CB,74,206,4.55,34,,123,7.18,4.15,2000,AndeRa21,6,Panthers,1,23,,
Corn Elder,CB,70,183,4.55,,,,,,2017,EldeCo00,0,Panthers,5,152,,
Cornelius Washington,DE,76,265,4.55,39,36,128,,,2013,WashCo00,1,Bears,6,188,,
Mark Roman,CB,71,188,4.55,,,,,,2000,RomaMa20,7,Bengals,2,34,,
James Jackson,RB,70,210,4.55,,,,,,2001,JackJa00,8,Browns,3,65,,
Kellen Winslow,TE,76,251,4.55,,24,120,,,2004,WinsKe01,18,Browns,1,6,,
JaJuan Dawson,WR,73,199,4.55,34,,117,6.96,4.16,2000,DawsJa00,5,Browns,3,79,,
Devin Street,WR,75,198,4.55,37,,124,6.89,4.01,2014,StreDe00,1,Cowboys,5,146,,
D.J. Williams-01,OLB,73,250,4.55,,,,,,2004,WillD.20,26,Broncos,1,17,,
Todd Franz,FS,73,199,4.55,,14,,,,2000,FranTo21,1,Lions,5,145,,
Terrence Holt,FS,74,208,4.55,34.5,13,122,6.99,4.03,2003,HoltTe20,7,Lions,5,137,,
Teddy Lehman,OLB,73,240,4.55,34.5,26,113,6.91,4.06,2004,LehmTe20,8,Lions,2,37,,
Nick Perry,DE,75,271,4.55,38.5,35,124,7.25,4.66,2012,PerrNi00,8,Packers,1,28,,
Gary Berry,FS,71,204,4.55,,,,,,2000,BerrGa20,0,Packers,4,126,,
Eddie Lacy,RB,71,231,4.55,,,,,,2013,LacyEd00,33,Packers,2,61,,
Ty Montgomery,WR,72,221,4.55,40.5,,121,6.97,4.21,2015,MontTy01,12,Packers,3,94,,
Clayton Geathers,SS,74,218,4.55,37,22,120,7.21,4.27,2015,GeatCl00,5,Colts,4,109,,
Greg Jones-01,RB,73,249,4.55,,,,,,2004,JoneGr01,8,Jaguars,2,55,,
Brandon Flowers,CB,70,189,4.55,30,14,117,,,2008,FlowBr99,18,Chiefs,2,35,,
Tay Cody,CB,69,181,4.55,,11,,,,2001,CodyTa20,4,Chargers,3,67,,
Lamarcus Joyner,CB,68,184,4.55,37.5,14,124,7.26,4.4,2014,JoynLa00,7,Rams,2,41,,
Tommy Polley,OLB,76,234,4.55,,,,,,2001,PollTo21,19,Rams,2,42,,
Lamar Gordon,RB,73,214,4.55,34,16,119,,,2002,GordLa00,7,Rams,3,84,,
Steven Jackson,RB,73,241,4.55,,,,,,2004,JackSt00,33,Rams,1,24,,
Zac Stacy,RB,68,216,4.55,33,27,122,6.7,4.17,2013,StacZa00,11,Rams,5,160,,
Pat White,QB,72,197,4.55,35,,117,7.06,4.42,2009,WhitPa01,1,Dolphins,2,44,,
Mike Gillislee,RB,71,208,4.55,30.5,15,119,7.12,4.4,2013,GillMi00,2,Dolphins,5,164,,
Troy Walters,WR,66,171,4.55,32.5,,106,6.61,3.84,2000,WaltTr00,2,Vikings,5,165,,
Hakim Akbar,FS,72,210,4.55,,,,,,2001,AkbaHa20,0,Patriots,5,163,,
Mel Mitchell,FS,73,220,4.55,35,15,128,7,4.15,2002,MitcMe20,3,Saints,5,150,,
Adrian Arrington,WR,75,203,4.55,,,,,,2008,ArriAd00,1,Saints,7,237,,
Ralph Brown,CB,70,185,4.55,,10,,,,2000,BrowRa20,4,Giants,5,140,,
Ahmad Bradshaw,RB,69,198,4.55,34,,112,6.7,4.09,2007,BradAh00,11,Giants,7,250,,
Rueben Randle,WR,75,210,4.55,31,15,121,6.99,4.36,2012,RandRu00,15,Giants,2,63,,
John Abraham,OLB,76,252,4.55,,,,,,2000,AbraJo00,26,Jets,1,13,,
Shonn Greene,RB,70,227,4.55,37,19,121,7.1,4.4,2009,GreeSh00,15,Jets,3,65,,
Marcus Henry,WR,76,207,4.55,31.5,,126,7.08,4.3,2008,HenrMa00,0,Jets,6,171,,
Napoleon Harris,OLB,75,253,4.55,34,27,115,7.15,4.44,2002,HarrNa20,16,Raiders,1,23,,
Shalom Luani,SS,71,202,4.55,31,12,116,6.87,4.21,2017,LuanSh00,1,Raiders,7,221,,
Kurt Coleman,SS,70,192,4.55,,19,,,,2010,ColeKu99,13,Eagles,7,244,,
Lee Mays,WR,73,190,4.55,32.5,,119,7.08,4.17,2002,MaysLe00,1,Steelers,6,202,,
Fred Gibson,WR,76,196,4.55,38.5,,126,7.03,4.1,2005,,0,Steelers,4,131,,
Marcus Hudson,FS,73,194,4.55,,11,,,,2006,HudsMa20,3,49ers,6,192,,
Courtney Greene,SS,72,212,4.55,34.5,21,116,7.35,4.16,2009,GreeCo99,5,Seahawks,7,245,,
Chris Harper,WR,73,229,4.55,35.5,20,116,6.89,4.39,2013,HarpCh00,0,Seahawks,4,123,,
Torrie Cox,CB,69,181,4.55,32,,119,6.98,4.2,2003,CoxxTo21,4,Buccaneers,6,205,,
Najee Goode,ILB,72,244,4.55,35.5,,117,,,2012,GoodNa00,2,Buccaneers,5,140,,
